Time,Solar,Wind,Geothermal,Biomass,Biogas,Small hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other
05:35,-68,4500,691,226,163,292,0,2282,12842,2080,-724,3354,0
05:40,-69,4498,691,226,163,294,0,2281,12826,2084,-482,3241,0
05:45,-69,4487,691,224,164,294,0,2281,12804,2077,-424,3307,0
05:50,-66,4449,691,225,163,294,0,2282,12785,2084,-391,3354,0
05:55,-56,4375,690,224,163,293,0,2281,12779,2060,-198,3254,0
06:00,-34,4310,691,225,163,293,0,2281,12823,2031,101,3069,0
06:05,11,4254,691,226,163,293,0,2281,12838,2075,372,3012,0
06:10,135,4168,697,224,164,293,0,2281,12841,2156,672,2844,0
06:15,399,4093,705,223,163,293,0,2281,12860,2142,803,2624,0
06:20,753,4006,700,223,163,291,0,2281,12866,2130,651,2570,0
06:25,1204,3910,694,222,163,291,0,2281,12838,2130,513,2445,0
06:30,1754,3868,691,223,162,290,0,2282,12644,2125,431,2292,0
06:35,2375,3834,691,223,162,290,0,2281,12450,2120,174,2219,0
06:40,3062,3794,691,225,163,290,0,2281,12228,2126,-161,2187,0
06:45,3820,3717,686,225,162,292,0,2282,11838,2142,-466,2233,0
06:50,4651,3664,685,224,162,293,0,2282,11557,2142,-798,2136,0
06:55,5543,3655,685,227,161,293,0,2282,11388,2123,-1547,2138,0
07:00,6485,3645,686,228,162,293,0,2281,11213,2077,-2129,2132,0
07:05,7425,3608,686,225,162,294,0,2282,11248,1952,-2883,2302,0
07:10,8504,3583,681,227,162,294,0,2282,11064,1935,-3470,2253,0
07:15,9554,3566,678,226,163,294,0,2282,10828,1897,-4131,2216,0
07:20,10564,3512,675,226,162,296,0,2283,10398,1861,-4441,2110,0
07:25,11571,3479,677,227,162,295,0,2282,10114,1856,-4876,1868,0
07:30,12555,3423,678,227,162,295,0,2282,9882,1897,-5500,1778,0
07:35,13463,3331,679,228,162,295,0,2282,9461,1890,-5829,1730,0
07:40,14340,3250,678,227,163,293,0,2282,9133,1866,-6046,1541,0
07:45,15231,3192,672,229,163,293,0,2282,8923,1847,-6399,1334,0
07:50,16054,3151,674,229,162,293,0,2282,8798,1839,-6808,1139,0
07:55,16754,3142,677,226,164,293,0,2282,8685,1832,-7071,827,0
08:00,17310,3143,676,226,163,295,0,2282,8682,1838,-7467,638,0
08:05,17822,3169,671,226,167,291,0,2281,8909,1777,-8533,1134,0
08:10,18247,3168,672,225,164,264,0,2282,9008,1659,-8696,983,0
08:15,18611,3175,668,225,163,258,0,2281,8784,1636,-8794,954,0
08:20,18865,3188,669,226,163,258,0,2281,8480,1640,-8790,910,0
08:25,19172,3163,662,226,164,258,0,2281,8310,1642,-8948,911,0
08:30,19442,3117,665,225,165,258,0,2281,8286,1641,-9028,682,0
08:35,19631,3055,664,226,163,258,0,2281,8233,1640,-9150,714,0
08:40,19853,2995,671,225,163,259,0,2281,8148,1653,-9027,414,0
08:45,20029,2956,671,226,164,260,0,2281,8108,1655,-8918,142,0
08:50,20141,2937,671,225,165,260,0,2282,8155,1653,-8879,-77,0
08:55,20248,2900,676,225,165,261,0,2281,8205,1646,-8752,-359,0
09:00,20433,2857,682,225,165,261,0,2282,8189,1636,-8721,-548,0
09:05,21005,2813,682,225,165,261,0,2281,8126,1624,-9772,182,0
09:10,21302,2767,680,225,164,262,0,2281,8060,1580,-10039,267,0
09:15,21446,2759,677,226,166,262,0,2281,8024,1561,-10168,293,0
09:20,21558,2726,675,226,166,262,0,2281,8066,1556,-10127,102,0
09:25,21653,2676,675,226,168,262,0,2281,8134,1566,-10047,-144,0
09:30,21717,2625,675,226,166,262,0,2281,8115,1568,-9995,-179,0
09:35,21821,2539,671,226,166,262,0,2281,8082,1561,-9875,-335,0
09:40,21878,2460,677,226,166,260,0,2281,8101,1583,-9809,-454,0
09:45,21963,2388,681,226,166,261,0,2281,8140,1577,-9756,-557,0
09:50,22011,2305,681,226,167,260,0,2281,8164,1569,-9623,-714,0
09:55,22034,2273,681,226,166,260,0,2281,8232,1566,-9496,-863,0
10:00,22100,2287,679,227,166,262,0,2281,8272,1564,-9544,-864,0
10:05,22240,2274,673,229,166,264,0,2281,8386,1560,-9991,-657,0
10:10,22261,2255,673,230,166,265,0,2280,8543,1575,-10208,-550,0
10:15,22266,2252,675,228,166,266,0,2280,8517,1592,-10078,-647,0
10:20,22275,2237,675,229,167,266,0,2281,8598,1592,-10051,-802,0
10:25,22273,2228,675,229,168,267,0,2281,8711,1594,-10000,-931,0
10:30,22277,2220,675,229,165,265,0,2280,8821,1610,-9869,-1145,0
10:35,22336,2183,674,230,164,264,0,2280,8673,1621,-9741,-1183,0
10:40,22438,2180,674,228,163,264,0,2279,8528,1637,-9482,-1368,0
10:45,22505,2159,677,228,166,264,0,2280,8631,1630,-9529,-1472,0
10:50,22541,2168,678,228,164,264,0,2279,8837,1614,-9478,-1597,0
10:55,22539,2162,673,227,164,263,0,2280,8971,1622,-9366,-1768,0
11:00,22509,2157,665,226,166,263,0,2280,9082,1584,-9268,-1843,0
11:05,22591,2138,662,225,165,263,0,2280,9091,1449,-9287,-1811,0
11:10,22589,2122,667,225,165,264,0,2280,9061,1409,-9125,-1904,0
11:15,22586,2092,673,224,164,265,0,2279,9029,1395,-8983,-1927,0
11:20,22622,2107,674,224,164,265,0,2280,8957,1392,-8841,-2012,0
11:25,22586,2103,675,224,167,265,0,2280,8902,1393,-8459,-2150,0
11:30,22584,2106,675,225,166,266,0,2279,8992,1395,-8217,-2277,0
11:35,22477,2105,675,226,166,265,0,2279,8945,1417,-7868,-2496,0
11:40,22446,2070,675,226,164,265,0,2280,8853,1396,-7441,-2639,0
11:45,22362,2067,675,227,165,264,0,2279,8699,1424,-7072,-2656,0
11:50,22288,2089,675,228,165,264,0,2279,8715,1408,-6949,-2623,0
11:55,22252,2078,676,226,165,264,0,2279,8665,1433,-6646,-2747,0
12:00,22170,2121,682,226,164,266,0,2279,8511,1423,-6192,-2882,0
12:05,21969,2113,683,226,165,266,0,2279,8287,1446,-5801,-2727,0
12:10,21978,2087,682,226,165,266,0,2279,8111,1447,-5429,-2741,0
12:15,21951,2093,682,227,166,266,0,2279,8171,1460,-5412,-2666,0
12:20,21832,2107,682,227,164,264,0,2279,8257,1506,-5482,-2569,0
12:25,21416,2097,681,227,165,264,0,2280,8393,1502,-4914,-2659,0
12:30,21347,2095,681,227,167,263,0,2279,8611,1505,-4508,-2951,0
12:35,21104,2105,694,228,166,263,0,2279,8839,1504,-4229,-3076,0
12:40,21068,2127,722,228,166,262,0,2279,8994,1525,-4222,-3114,0
12:45,21056,2171,731,226,166,263,0,2280,9063,1530,-4225,-3145,0
12:50,21102,2176,731,226,164,264,0,2279,9102,1524,-4039,-3235,0
12:55,21028,2239,737,226,166,264,0,2280,9262,1534,-3874,-3494,0
13:00,20950,2246,736,226,164,262,0,2280,9348,1608,-3786,-3501,0
13:05,20929,2214,736,226,165,262,0,2279,9197,1505,-3568,-3304,0
13:10,20887,2247,735,226,164,261,0,2279,9184,1459,-3198,-3486,0
13:15,20876,2270,735,227,165,262,0,2279,9286,1479,-3071,-3651,0
13:20,20867,2331,735,226,165,262,0,2280,9360,1468,-2951,-3749,0
13:25,20633,2345,738,226,165,263,0,2280,9412,1460,-2519,-3775,0
13:30,20535,2357,740,226,165,262,0,2280,9501,1465,-2208,-3913,0
13:35,20569,2384,744,228,164,262,0,2280,9572,1472,-2069,-4057,0
13:40,20581,2416,748,227,165,264,0,2280,9804,1466,-2091,-4215,0
13:45,20599,2471,747,229,165,265,0,2280,10007,1481,-2219,-4205,0
13:50,20516,2481,746,228,163,265,0,2280,10091,1502,-2009,-4311,0
13:55,20498,2491,740,228,164,266,0,2279,10083,1484,-1827,-4223,0
14:00,20847,2577,742,226,163,264,0,2280,10100,1465,-1982,-4277,0
14:05,21988,2606,744,228,162,263,0,2279,9864,1484,-2833,-4444,0
14:10,21935,2666,753,224,162,269,0,2279,9584,1510,-2518,-4627,0
14:15,22022,2672,755,222,162,271,0,2279,9528,1507,-2434,-4526,0
14:20,21957,2739,755,222,164,270,0,2279,9656,1526,-2110,-4830,0
14:25,21910,2810,755,223,164,269,0,2279,9667,1576,-1692,-5181,0
14:30,21916,2870,757,223,163,268,0,2280,9581,1577,-1523,-5109,0
14:35,21725,2899,759,223,163,269,0,2279,9547,1577,-1344,-4957,0
14:40,21651,2971,761,226,165,269,0,2278,9586,1707,-1298,-5005,0
14:45,21660,3008,761,226,163,270,0,2278,9706,1706,-1360,-4955,0
14:50,21477,3146,762,226,165,270,0,2279,9852,1677,-1050,-5076,0
14:55,21504,3215,763,226,164,270,0,2279,10013,1687,-1083,-5101,0
15:00,21478,3332,760,226,164,269,0,2278,10090,1780,-1180,-5030,0
15:05,21391,3433,755,226,164,270,0,2278,10070,1899,-1567,-4753,0
15:10,21294,3570,755,226,164,273,0,2278,10079,1929,-1699,-4455,0
15:15,21244,3743,754,227,164,273,0,2279,10122,1892,-1589,-4432,0
15:20,21246,3913,753,225,163,273,0,2278,10081,1918,-1364,-4514,0
15:25,21160,4045,753,226,163,273,0,2279,9953,1923,-986,-4605,0
15:30,21047,4102,754,226,164,273,0,2278,10043,1883,-784,-4683,0
15:35,21070,4132,754,228,165,273,0,2278,10216,1894,-801,-4730,0
15:40,21048,4198,753,228,164,273,0,2279,10304,1935,-689,-4833,0
15:45,21048,4298,754,229,164,273,0,2279,10408,1961,-594,-4940,0
15:50,20942,4496,753,226,162,273,0,2279,10553,1956,-402,-5158,0
15:55,20874,4680,753,225,163,273,0,2278,10753,1960,-434,-5168,0
16:00,20822,4815,755,226,163,269,0,2278,10721,2011,-434,-5081,0
16:05,20832,4908,754,228,163,272,0,2278,10451,2132,-976,-4745,0
16:10,20756,5089,755,227,164,301,0,2279,10296,2253,-989,-4746,0
16:15,20632,5166,749,228,164,300,0,2278,10530,2327,-891,-4910,0
16:20,20577,5297,747,227,165,301,0,2279,10632,2361,-663,-5092,0
16:25,20451,5397,750,227,164,302,0,2279,10588,2390,-491,-4947,0
16:30,20357,5413,751,228,164,303,0,2279,10658,2470,-411,-4938,0
16:35,20279,5312,752,228,164,304,0,2279,10770,2440,-113,-4992,0
16:40,20171,5196,759,227,164,306,0,2279,10785,2450,163,-4937,0
16:45,20086,5131,759,226,164,306,0,2279,11066,2491,250,-5044,0
16:50,19999,5076,762,227,165,304,0,2280,11605,2520,175,-5197,0
16:55,19874,5009,761,225,165,304,0,2279,11948,2543,209,-5177,0
17:00,19888,4971,755,225,164,302,0,2279,12215,2655,-48,-5116,0
17:05,19753,4924,753,227,165,314,0,2279,11853,2845,-87,-4890,0
17:10,19413,4948,744,223,164,324,0,2280,11643,2954,-37,-4488,0
17:15,19143,5008,739,221,164,325,0,2279,11631,3027,153,-4344,0
17:20,19195,5070,740,222,166,326,0,2279,11836,3044,-92,-4263,0
17:25,18938,5118,738,221,166,327,0,2279,12169,3100,181,-4607,0
17:30,18743,5159,741,224,164,327,0,2279,12366,3214,574,-4902,0
17:35,18556,5179,741,228,164,326,0,2279,12523,3239,857,-4881,0
17:40,18312,5212,742,228,165,326,0,2279,12625,3274,1076,-4924,0
17:45,17985,5188,742,232,164,327,0,2279,12705,3311,1409,-4845,0
17:50,17562,5086,745,232,164,328,0,2279,12811,3408,2081,-5046,0
17:55,17035,4973,744,233,165,327,0,2279,12845,3459,3195,-5420,0
18:00,16449,4865,745,231,164,325,0,2280,12832,3494,3633,-5117,0
18:05,15859,4810,744,234,164,328,0,2279,12725,3664,3054,-4271,0
18:10,15155,4797,746,233,164,337,0,2279,12454,3708,3127,-3469,0
18:15,14405,4775,747,230,165,339,0,2279,12650,3712,3346,-3162,0
18:20,13642,4777,743,224,166,339,0,2279,13010,3713,4005,-3287,0
18:25,12745,4757,731,222,166,339,0,2279,13326,3778,4813,-3418,0
18:30,11799,4773,732,218,164,339,0,2280,13688,3829,5435,-3458,0
18:35,10924,4782,731,218,165,342,0,2280,14479,3842,5417,-3405,0
18:40,9980,4702,731,218,165,347,0,2280,14822,3878,5934,-3236,0
18:45,9019,4635,732,218,166,348,0,2279,14956,3884,6798,-3206,0
18:50,8045,4617,733,219,164,348,0,2279,15022,3936,7510,-3106,0
18:55,7104,4643,733,219,164,349,0,2280,15061,3992,7951,-2750,0
19:00,6105,4626,741,217,163,350,0,2280,15320,3960,8608,-2657,0
19:05,5242,4664,752,216,164,348,0,2280,15429,3949,9368,-2695,0
19:10,4411,4722,740,218,164,348,0,2280,15322,3914,10157,-2801,0
19:15,3616,4735,741,220,164,347,0,2281,15266,3940,10725,-2587,0
19:20,2893,4776,738,218,166,348,0,2280,15224,3955,10926,-2136,0
19:25,2271,4750,738,218,165,348,0,2281,15315,3966,11070,-1846,0
19:30,1704,4720,752,217,166,347,0,2280,15391,3972,11324,-1716,0
19:35,1245,4709,751,218,166,348,0,2281,15437,3975,11466,-1423,0
19:40,879,4716,751,219,165,347,0,2280,15473,3974,11310,-1072,0
19:45,592,4747,751,221,165,347,0,2281,15481,3974,11183,-789,0
19:50,400,4764,748,219,165,346,0,2281,15453,3968,11012,-560,0
19:55,278,4773,746,219,165,346,0,2280,15453,3980,10765,-383,0
20:00,177,4753,747,216,164,347,0,2280,15461,3988,10912,-510,0
20:05,99,4778,746,218,165,346,0,2280,15541,4054,10998,-828,0
20:10,69,4776,749,219,166,347,0,2280,15610,4074,10728,-751,0
20:15,61,4765,755,221,165,347,0,2280,15585,4052,10652,-703,0
20:20,48,4729,757,219,165,348,0,2280,15515,4059,10530,-543,0
20:25,44,4689,757,219,165,349,0,2280,15482,4055,10490,-494,0
20:30,44,4679,758,219,165,348,0,2280,15275,4021,10458,-339,0
20:35,45,4679,760,220,165,348,0,2280,14965,4021,10441,-149,0
20:40,45,4705,761,221,164,348,0,2281,14848,4015,10262,27,0
20:45,47,4728,762,221,165,348,0,2280,14839,4010,9936,218,0
20:50,48,4723,762,221,165,348,0,2281,14676,3999,9967,215,0
20:55,48,4720,762,223,164,348,0,2280,14659,4002,9906,129,0
21:00,49,4740,763,223,165,348,0,2280,14630,3988,9942,5,0
21:05,50,4769,765,223,166,348,0,2280,14491,3991,10344,-2,0
21:10,50,4805,763,222,164,349,0,2280,14553,3944,10189,96,0
21:15,51,4811,764,222,163,349,0,2280,14503,3952,9872,326,0
21:20,50,4843,764,223,163,347,0,2281,14398,3944,9688,473,0
21:25,51,4916,764,223,164,346,0,2280,14332,3933,9451,572,0
21:30,51,4971,764,223,163,346,0,2280,14307,3932,9131,688,0
21:35,52,5026,746,221,164,347,0,2280,14290,3930,8750,875,0
21:40,53,5088,730,222,163,347,0,2280,14258,3924,8424,998,0
21:45,53,5121,730,221,164,348,0,2280,14225,3913,8186,1071,0
21:50,53,5125,731,221,164,347,0,2280,14162,3919,7871,1215,0
21:55,53,5154,732,220,163,347,0,2280,14185,3880,7384,1473,0
22:00,54,5177,734,221,163,348,0,2280,14143,3814,6988,1725,0
22:05,55,5206,731,218,163,347,0,2279,13872,3762,7386,1547,0
22:10,56,5259,731,216,162,345,0,2279,13776,3751,7195,1664,0
22:15,57,5316,731,219,163,344,0,2280,13739,3708,6692,1990,0
22:20,57,5364,741,219,163,343,0,2280,13710,3642,6256,2246,0
22:25,58,5425,742,219,163,344,0,2281,13703,3672,5811,2381,0
22:30,58,5438,742,218,162,345,0,2280,13696,3643,5332,2630,0
22:35,58,5416,742,217,161,346,0,2281,13651,3599,4963,2804,0
22:40,57,5403,732,217,162,347,0,2280,13601,3528,4657,2979,0
22:45,57,5380,725,217,162,346,0,2281,13478,3454,4255,3342,0
22:50,57,5416,724,216,163,346,0,2281,13379,3414,3955,3492,0
22:55,-40,5466,722,217,162,346,0,2281,13331,3360,3650,3606,0
23:00,-50,5519,721,217,162,345,0,2282,13471,3288,3382,3460,0
23:05,-50,5569,721,219,163,335,0,2281,13612,3209,3481,3082,0
23:10,-49,5609,719,219,162,313,0,2280,13739,3216,3254,2943,0
23:15,-49,5620,716,216,163,298,0,2281,13703,3198,2921,3093,0
23:20,-50,5629,723,216,162,297,0,2281,13688,3072,2707,3201,0
23:25,-50,5628,727,217,163,297,0,2282,13698,3042,2311,3331,0
23:30,-51,5623,728,218,164,299,0,2281,13637,2977,2062,3438,0
23:35,-50,5619,728,219,164,297,0,2281,13593,2969,1746,3520,0
23:40,-50,5613,728,219,163,294,0,2282,13522,2962,1619,3493,0
23:45,-51,5622,727,219,164,294,0,2281,13506,2963,1440,3454,0
23:50,-50,5630,727,219,163,294,0,2281,13490,2953,1280,3524,0
23:55,-50,5659,727,216,163,294,0,2282,13408,2914,1105,3618,0
